Unnamed: 0,FirstName,LastName,StartDate,ExitDate,PositionTitle,Supervisor,ADEmail,Faculty,EmployeeStatus,EmployeeType,TerminationType,DOB,JobFunction,GenderCode,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,StaffType,EmploymentDuration_months,TerminationYear,TerminationMonth,TerminationYearMonth,TenureGroup,EmploymentStatus,StatusValidated,TerminationCategory,VoluntaryTermination,InvoluntaryTermination,ActiveStaff,RetirementCategory,TerminatedStaff,RetainedOver2Years,Total_Survey_Score,PerformanceGroup,EngagementGroup,SatisfactionGroup,Work-Life_BalanceGroup,Total_Survey_Group,Age,JobFunction_LE,PositionTitle_LE,TenureGroup_,Predicted_Terminated,Probability_Terminated
798,Dayanara,Murray,2021-08-28,,Research Fellow,Kevin Baker,dayanara.murray@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1946-01-24,Research Fellow,Female,3,3193,2023-08-05,1,1,5,Academic,45.266666666666666,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Medium,Low,Low,High,Low,79,66,25,3,0,0.007547009
799,Dayton,Castro,2023-06-20,,Professor (Research),Eric Greer,dayton.castro@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1967-04-16,Professor (Research),Male,3,1226,2023-04-04,4,5,4,Academic,23.23333333333333,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,0,4.333333333333333,Medium,High,High,High,High,58,46,21,2,0,0.32561734
800,Deacon,Bass,2020-12-15,,Officer,Elizabeth Stewart,deacon.bass@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1979-05-05,Student Services-Officer,Female,3,2007,2023-07-28,4,1,5,Professional,53.8,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,High,Low,High,Medium,46,75,19,3,0,0.0055204406
801,Dean,Little,2019-11-18,,Research Fellow,Elaine Johnson,dean.little@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1969-07-21,Research Fellow,Male,4,2725,2023-01-30,4,1,5,Academic,66.9,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,High,High,Low,High,Medium,55,66,25,4,0,0.00031923343
802,Dean,Mckenzie,2018-12-09,2023-06-25,Research Fellow,Justin Wells,dean.mckenzie@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Contract,Involuntary,1995-06-03,Research Fellow,Female,2,3137,2023-03-23,1,2,4,Academic,55.3,2023.0,6.0,2023-06,3-5yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.333333333333333,Low,Low,Low,High,Low,29,66,25,3,1,0.7484631
803,Dean,Middleton,2021-10-29,,Assistant Lecturer,Rebecca Henderson,dean.middleton@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1960-10-16,Assistant Lecturer,Female,1,3710,2023-02-28,5,5,3,Academic,43.2,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.333333333333333,Low,High,High,Medium,High,64,8,5,3,0,0.10168401
804,Dean,Winters,2020-12-17,2021-11-20,Officer,Tammy Gardner,dean.winters@bilearner.com,Faculty of Engineering,Active,Part-Time,Retirement,1958-06-22,Student Recruitment-Officer,Female,3,1465,2023-06-02,1,1,3,Professional,11.266666666666667,2021.0,11.0,2021-11,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,1.6666666666666667,Medium,Low,Low,Medium,Low,66,70,19,1,1,0.99932766
805,Deandre,Oneal,2019-10-31,2020-03-01,Technical Officer,Brian Mueller,deandre.oneal@bilearner.com,Faculty of Medicine,Active,Contract,Voluntary,1995-07-11,RTS-Technical Officer,Male,1,2564,2022-12-11,1,4,4,Professional,4.066666666666666,2020.0,3.0,2020-03,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,Low,Low,High,High,Medium,29,64,44,1,1,0.99982977
806,Deandre,Richard,2018-12-18,2019-09-25,Research Fellow,Christine Adams,deandre.richard@bilearner.com,Faculty of Arts,Voluntarily Terminated,Part-Time,Resignation,1958-09-23,Research Fellow,Female,2,2297,2022-09-14,5,4,1,Academic,9.366666666666667,2019.0,9.0,2019-09,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,Low,High,High,Low,Medium,66,66,25,1,1,0.9984397
807,Deangelo,Murillo,2018-12-08,,Senior Officer,Patrick Carpenter,deangelo.murillo@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1960-11-26,RTS-Senior Officer,Female,3,1830,2023-07-12,1,4,1,Professional,78.4,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.0,Medium,Low,High,Low,Low,64,59,34,4,0,0.00039513272
808,Deanna,Meza,2023-03-05,2023-05-04,Senior Lecturer,Jennifer Cook,deanna.meza@bilearner.com,Faculty of Engineering,Active,Contract,Retirement,1974-10-10,Senior Lecturer,Female,3,1681,2023-05-30,2,3,4,Academic,2.0,2023.0,5.0,2023-05,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.0,Medium,Low,Medium,High,Medium,50,67,32,1,1,0.99798596
809,Deanna,Sellers,2020-06-07,,Assistant Lecturer,Randall Frey,deanna.sellers@bilearner.com,Faculty of Arts,Active,Contract,Unk,1977-05-25,Assistant Lecturer,Female,3,3789,2022-09-25,3,1,4,Academic,60.16666666666666,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Medium,Low,High,Low,48,8,5,4,0,0.23262608
810,Debbie,Mangal,2021-01-03,2023-03-08,Senior Coordinator,Kristin Baird,debbie.mangal@bilearner.com,Faculty of Engineering,Active,Part-Time,Involuntary,1972-12-12,RTS-Senior Coordinator,Female,3,1398,2023-04-07,1,1,1,Professional,26.466666666666665,2023.0,3.0,2023-03,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,1.0,Medium,Low,Low,Low,Low,52,57,31,2,0,0.09539858
811,Deborah,Kline,2022-03-04,2022-07-29,Associate Professor,Taylor Harris,deborah.kline@bilearner.com,Faculty of Arts,Active,Contract,Involuntary,1978-11-29,Associate Professor,Female,3,1567,2023-04-12,4,2,4,Academic,4.9,2022.0,7.0,2022-07,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,Medium,High,Low,High,Medium,46,9,6,1,1,0.99807715
812,Deborah,Love,2022-04-07,2023-01-22,Senior Research Fellow,Eric Goodman,deborah.love@bilearner.com,Faculty of Engineering,Active,Contract,Retirement,1988-06-25,Senior Research Fellow,Male,5,3516,2022-11-15,2,3,5,Academic,9.666666666666666,2023.0,1.0,2023-01,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.333333333333333,High,Low,Medium,High,Medium,36,68,35,1,1,0.9994481
813,Debra,Houlihan,2020-11-27,2023-07-05,Senior Officer,Joseph Chavez,debra.houlihan@bilearner.com,Faculty of Medicine,Active,Full-Time,Retirement,1942-04-16,Student Services-Senior Officer,Female,2,2290,2023-04-14,4,1,3,Professional,31.666666666666668,2023.0,7.0,2023-07,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.6666666666666665,Low,High,Low,Medium,Low,83,77,34,2,1,0.87069136
814,Deegan,Pham,2019-03-10,2021-11-16,Senior Lecturer,Kimberly Collier,deegan.pham@bilearner.com,Faculty of Arts,Active,Contract,Voluntary,1984-03-16,Senior Lecturer,Female,5,3157,2023-04-11,4,1,3,Academic,32.733333333333334,2021.0,11.0,2021-11,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,High,High,Low,Medium,Low,41,67,32,2,0,0.17779914
815,Deja,Ritter,2019-05-18,,Officer,Misty Preston,deja.ritter@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1982-03-25,Student Services-Officer,Female,1,3013,2023-07-13,5,2,4,Professional,73.03333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Low,High,Low,High,Medium,43,75,19,4,0,4.6862697e-05
816,Delaney,Bruce,2022-07-08,2023-08-04,Officer,Robert Salinas,delaney.bruce@bilearner.com,Faculty of Arts,Active,Part-Time,Voluntary,1974-08-05,RTS-Officer,Female,3,1087,2023-05-03,1,5,2,Professional,13.066666666666666,2023.0,8.0,2023-08,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Medium,Low,High,Low,Low,50,51,19,2,1,0.9991986
817,Delaney,Stewart,2021-07-30,,Senior Research Fellow,Ricardo Harris,delaney.stewart@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1998-05-10,Senior Research Fellow,Male,3,1842,2022-12-07,1,4,4,Academic,46.23333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,Low,High,High,Medium,27,68,35,3,0,0.035391804
818,Delilah,Cooke,2023-01-29,,Senior Coordinator,Shawn Prince,delilah.cooke@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1950-06-17,Student Services-Senior Coordinator,Female,3,2170,2023-01-30,1,5,2,Professional,27.966666666666665,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Low,High,Low,Low,74,76,31,2,0,0.4350789
819,Demarcus,Frazier,2020-11-24,,Senior Research Fellow,Steven Saunders,demarcus.frazier@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1992-03-02,Senior Research Fellow,Female,2,2651,2023-05-31,1,3,2,Academic,54.5,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.0,Low,Low,Medium,Low,Low,33,68,35,3,0,0.026083073
820,Demarcus,Huffman,2022-01-28,2023-06-23,Lecturer,David Harrison,demarcus.huffman@bilearner.com,Faculty of Engineering,Active,Full-Time,Retirement,1992-01-23,Lecturer,Male,2,3170,2022-11-28,1,3,2,Academic,17.033333333333335,2023.0,6.0,2023-06,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.0,Low,Low,Medium,Low,Low,33,37,16,2,1,0.99983
821,Demarcus,Small,2019-03-16,2022-01-08,Manager,Jimmy Jones,demarcus.small@bilearner.com,Faculty of Medicine,Active,Contract,Resignation,1990-10-13,RTS-Manager,Male,1,2677,2022-11-29,2,1,5,Professional,34.3,2022.0,1.0,2022-01,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Low,Low,Low,High,Low,34,50,18,2,1,0.8213397
822,Demarcus,Ware,2022-05-18,2023-04-10,Research Fellow,Marie Cruz,demarcus.ware@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Full-Time,Resignation,1975-11-13,Research Fellow,Male,3,1599,2022-09-13,4,5,2,Academic,10.9,2023.0,4.0,2023-04,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,Medium,High,High,Low,Medium,49,66,25,1,1,0.99921787
823,Demarion,Harrington,2022-06-15,2023-05-05,Research Fellow,Rebecca Taylor DVM,demarion.harrington@bilearner.com,Faculty of Engineering,Active,Full-Time,Voluntary,1951-06-13,Research Fellow,Male,4,2642,2022-12-09,2,3,1,Academic,10.8,2023.0,5.0,2023-05,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,High,Low,Medium,Low,Low,73,66,25,1,1,0.99971896
824,Demarion,Morrow,2019-05-30,2020-12-19,Lecturer,Patricia Brewer,demarion.morrow@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Part-Time,Involuntary,1954-09-26,Lecturer,Male,3,1049,2023-07-27,3,5,2,Academic,18.966666666666665,2020.0,12.0,2020-12,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,Medium,Medium,High,Low,Medium,70,37,16,2,1,0.9997811
825,Demetrius,Cooley,2020-07-18,,Lecturer,Lisa Holloway DDS,demetrius.cooley@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1972-09-04,Lecturer,Male,4,2532,2023-03-26,1,1,4,Academic,58.8,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.0,High,Low,Low,High,Low,52,37,16,3,0,0.025384367
826,Demetrius,Mendez,2019-08-05,,Manager,Timothy Mason,demetrius.mendez@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1944-09-27,Governance-Manager,Male,1,2392,2023-06-19,4,3,2,Professional,70.4,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Low,High,Medium,Low,Medium,80,22,18,4,0,0.000114481736
827,Demetrius,Sanders,2022-12-13,,Manager,Melissa Carlson,demetrius.sanders@bilearner.com,Faculty of Engineering,Active,Contract,Unk,2000-02-02,IT-Manager,Female,3,1530,2022-10-31,1,2,3,Professional,29.53333333333333,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,2.0,Medium,Low,Low,Medium,Low,25,29,18,2,0,0.45129547
828,Denisa S,Dobrin,2022-09-16,,Manager,Katherine Costa,denisa s.dobrin@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1981-01-11,MC-Manager,Female,3,1741,2022-08-22,3,4,2,Professional,32.46666666666667,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,Medium,High,Low,Medium,44,41,18,2,0,0.42653534
829,Denise,Mccullough,2022-05-09,2023-01-03,Professor (Research),Austin Brown,denise.mccullough@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Retirement,1978-09-19,Professor (Research),Female,2,2108,2023-04-10,1,2,4,Academic,7.966666666666667,2023.0,1.0,2023-01,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.333333333333333,Low,Low,Low,High,Low,46,46,21,1,1,0.9996006
830,Denisse,Hayes,2021-10-18,,Technical Officer,Gerald Carey,denisse.hayes@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1946-11-11,RTS-Technical Officer,Female,3,3954,2023-06-18,5,1,5,Professional,43.56666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,High,Low,High,Medium,78,64,44,3,0,0.007946335
831,Dennis,Hays,2019-03-07,,Senior Research Officer,Rachel Rice,dennis.hays@bilearner.com,Faculty of Arts,Active,Full-Time,Unk,1991-07-18,RTS-Senior Research Officer,Female,3,3384,2023-06-27,2,1,2,Professional,75.43333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,1.6666666666666667,Medium,Low,Low,Low,Low,33,60,36,4,0,0.00010342283
832,Dennis,Key,2020-03-10,,Research Officer,Lynn Jackson,dennis.key@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1972-11-27,RTS-Research Officer,Female,3,3986,2022-10-08,4,3,2,Professional,63.13333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,Medium,Low,Medium,52,54,26,4,0,0.005828538
833,Dennis,Livingston,2019-05-06,,Associate Professor,Sarah Carey,dennis.livingston@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1977-12-08,Associate Professor,Female,3,1034,2023-07-09,2,5,1,Academic,73.43333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Low,High,Low,Low,47,9,6,4,0,0.0009069135
834,Denzel,Clark,2022-04-22,,Officer,Ariana Campbell MD,denzel.clark@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1949-10-20,Administration-Officer,Female,3,2067,2023-03-14,5,2,1,Professional,37.36666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Low,Low,Low,75,5,19,3,1,0.85027176
835,Denzel,Jensen,2019-01-31,,Lecturer,Brian Allen,denzel.jensen@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1949-12-30,Lecturer,Female,1,2731,2023-04-26,2,3,2,Academic,76.6,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Low,Low,Medium,Low,Low,75,37,16,4,0,0.00025296237
836,Derek,Holmes,2020-01-07,,Senior Technical Officer,Carolyn Richards,derek.holmes@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1948-11-21,RTS-Senior Technical Officer,Male,3,3824,2023-02-13,4,4,5,Professional,65.23333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,4.333333333333333,Medium,High,High,High,High,76,62,41,4,0,0.00038119216
837,Derek,Moreno,2019-02-02,,Assistant Lecturer,Allison Jacobs,derek.moreno@bilearner.com,Faculty of Arts,Active,Contract,Unk,1992-05-10,Assistant Lecturer,Female,3,1077,2022-10-12,5,2,4,Academic,76.53333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,High,Low,High,Medium,33,8,5,4,0,0.00010421015
838,Dereon,Hayes,2023-05-20,,Professor,Noah Woods,dereon.hayes@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1964-12-25,Professor,Female,3,1508,2022-10-07,4,3,2,Academic,24.266666666666666,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,Medium,Low,Medium,60,45,20,2,0,0.05726677
839,Dereon,Huffman,2020-07-31,2021-04-05,Senior Research Fellow,Joseph Diaz,dereon.huffman@bilearner.com,Faculty of Medicine,Active,Contract,Resignation,1978-09-13,Senior Research Fellow,Female,3,1834,2022-12-08,4,5,1,Academic,8.266666666666667,2021.0,4.0,2021-04,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.333333333333333,Medium,High,High,Low,Medium,46,68,35,1,1,0.9977723
840,Dereon,Page,2021-10-11,,Professor,Jason Morris DVM,dereon.page@bilearner.com,Faculty of Engineering,Active,Contract,Unk,2000-09-27,Professor,Male,3,3839,2023-04-04,3,3,4,Academic,43.8,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,Medium,Medium,High,Medium,24,45,20,3,1,0.54777265
841,Derick,Rocha,2018-09-28,2023-08-05,Research Officer,Alex Moore,derick.rocha@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Resignation,1950-10-06,RTS-Research Officer,Female,1,3598,2023-07-01,2,5,4,Professional,59.06666666666667,2023.0,8.0,2023-08,3-5yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,Low,Low,High,High,Medium,74,54,26,3,1,0.8167657
842,Deshawn,Ayers,2018-10-21,2019-04-24,Assistant Lecturer,Yesenia Hawkins,deshawn.ayers@bilearner.com,Faculty of Engineering,Active,Part-Time,Involuntary,1991-12-21,Assistant Lecturer,Female,4,2901,2023-05-20,1,4,5,Academic,6.166666666666667,2019.0,4.0,2019-04,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,High,Low,High,High,Medium,33,8,5,1,1,0.9980767
843,Deshawn,Henry,2022-02-08,2023-07-18,Specialist,Timothy Price,deshawn.henry@bilearner.com,Faculty of Medicine,Leave of Absence,Part-Time,Voluntary,1990-05-24,RTS-Specialist,Male,2,3168,2023-08-05,5,2,2,Professional,17.5,2023.0,7.0,2023-07,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,Low,High,Low,Low,Medium,35,63,42,2,1,0.99985623
844,Desiree,Walker,2020-11-18,,Officer,Sandra Hawkins,desiree.walker@bilearner.com,Faculty of Arts,Active,Contract,Unk,1969-01-01,Administration-Officer,Female,4,2202,2023-06-24,5,4,5,Professional,54.7,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.666666666666667,High,High,High,High,High,56,5,19,3,0,0.0014967702
845,Desmond,Anderson,2021-11-18,,Executive Assistant,Kari Bishop,desmond.anderson@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1943-09-01,Administration-Executive Assistant,Male,3,1056,2023-01-17,4,2,2,Professional,42.53333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,High,Low,Low,Low,81,2,12,3,0,0.076499805
846,Destinee,Mejia,2019-06-19,,Professor,Karina Hampton,destinee.mejia@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1943-09-19,Professor,Male,4,3167,2023-02-27,5,2,1,Academic,71.96666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,High,High,Low,Low,Low,81,45,20,4,0,3.8464357e-05
847,Destiney,Barry,2021-02-08,,Assistant Lecturer,Katherine Blanchard,destiney.barry@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1960-01-13,Assistant Lecturer,Male,1,2957,2023-02-21,1,3,4,Academic,51.96666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Low,Low,Medium,High,Low,65,8,5,3,0,0.004985966
848,Destiney,Kirby,2019-04-02,,Assistant Lecturer,Cynthia Morgan,destiney.kirby@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1984-12-07,Assistant Lecturer,Female,4,3304,2023-06-15,2,4,2,Academic,74.56666666666666,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,High,Low,High,Low,Low,40,8,5,4,0,0.00052279234
849,Destiney,Navarro,2019-08-14,2022-09-04,Senior Lecturer,Gary Ortiz,destiney.navarro@bilearner.com,Faculty of Medicine,Active,Full-Time,Involuntary,1972-12-18,Senior Lecturer,Female,1,2616,2022-09-12,3,1,3,Academic,37.23333333333333,2022.0,9.0,2022-09,3-5yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.333333333333333,Low,Medium,Low,Medium,Low,52,67,32,3,1,0.8083374
850,Destiney,Pearson,2021-06-09,,Research Fellow,Julie Smith,destiney.pearson@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1981-12-07,Research Fellow,Female,3,1783,2023-04-21,5,2,4,Academic,47.93333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,High,Low,High,Medium,43,66,25,3,0,0.052207094
851,Destiny,Blake,2022-09-19,2023-06-17,Officer,Megan Harrison,destiny.blake@bilearner.com,Faculty of Arts,Active,Contract,Voluntary,1991-09-01,Commercial-Officer,Female,1,2796,2023-08-05,2,4,2,Professional,9.033333333333331,2023.0,6.0,2023-06,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Low,Low,High,Low,Low,33,12,19,1,1,0.99982125
852,Destiny,Bright,2020-05-30,2022-02-01,Research Fellow,Patricia Doyle,destiny.bright@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Full-Time,Retirement,1962-10-16,Research Fellow,Male,2,3367,2022-09-11,4,1,5,Academic,20.4,2022.0,2.0,2022-02,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.333333333333333,Low,High,Low,High,Medium,62,66,25,2,1,0.9992606
853,Devan,Hall,2021-12-06,2023-01-11,Associate Professor,Wendy James,devan.hall@bilearner.com,Faculty of Medicine,Active,Contract,Involuntary,1948-10-20,Associate Professor,Male,5,2446,2023-06-09,1,2,5,Academic,13.366666666666667,2023.0,1.0,2023-01,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.6666666666666665,High,Low,Low,High,Low,76,9,6,2,1,0.9996387
854,Deven,Frazier,2021-02-03,,Senior Lecturer,Mackenzie Johnston,deven.frazier@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1941-10-06,Senior Lecturer,Female,3,1941,2022-09-16,3,5,4,Academic,52.13333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Medium,Medium,High,High,High,83,67,32,3,0,0.034874257
855,Deven,Gillespie,2023-06-09,2023-07-12,Senior Lecturer,Alisha Ramirez,deven.gillespie@bilearner.com,Faculty of Medicine,Active,Contract,Resignation,1961-06-24,Senior Lecturer,Female,4,3042,2023-01-13,4,1,2,Academic,1.1,2023.0,7.0,2023-07,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,High,High,Low,Low,Low,63,67,32,1,1,0.9981654
856,Deven,Huff,2022-11-08,,Associate Professor (Research),Martin Obrien,deven.huff@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1990-02-14,Associate Professor (Research),Male,4,2546,2022-11-06,4,4,5,Academic,30.7,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,4.333333333333333,High,High,High,High,High,35,10,7,2,0,0.19593512
857,Deven,Merritt,2021-06-18,,Officer,Anthony Cruz MD,deven.merritt@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1988-02-05,Administration-Officer,Male,3,3901,2023-07-10,1,2,5,Professional,47.63333333333333,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Low,Low,High,Low,37,5,19,3,0,0.023978854
858,Deven,Morse,2022-07-06,,Senior Lecturer,Morgan Ross,deven.morse@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1954-10-12,Senior Lecturer,Male,2,3752,2023-08-04,3,1,5,Academic,34.86666666666667,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Low,Medium,Low,High,Medium,70,67,32,2,0,0.02108458
